shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
1,37.14575462532743,-3.60919218216995,10332
1,37.14555035246876,-3.609904360081584,10333
1,37.14544543552158,-3.610291085751022,10334
1,37.14536736287319,-3.610538493300879,10335
1,37.14528156006488,-3.61078256932565,10336
1,37.1450964584499,-3.611076675382439,10337
1,37.14454297800466,-3.611790197217105,10338
1,37.14413291820971,-3.61233637223164,10339
1,37.14399353669646,-3.61251519711653,10340
1,37.14384943916328,-3.612696437971554,10341
1,37.14378392373978,-3.612825456013774,10342
1,37.14373814433944,-3.612958857296005,10343
1,37.14371401370133,-3.613086998271935,10344
1,37.14370581960792,-3.613267808801104,10345
1,37.14373770784943,-3.613515180465826,10346
1,37.14380735137309,-3.61367491625734,10347
1,37.14387053195976,-3.613794328472936,10348
1,37.14412017234417,-3.614332225729612,10349
1,37.14427966981889,-3.614646222036627,10350
1,37.14438930545408,-3.614814097494332,10351
1,37.14450783193949,-3.615013425981148,10352
1,37.14463957413848,-3.615272014863465,10353
1,37.14491514124686,-3.61586381803904,10354
1,37.14521709723892,-3.616462234165322,10355
1,37.14529742769611,-3.616627387027029,10356
1,37.14534130889282,-3.616708993190505,10357
1,37.14543378306802,-3.616827828357901,10358
1,37.14556411381373,-3.616938472928197,10359
1,37.14659813206533,-3.617689713190066,10360
1,37.14809803171243,-3.618730980925611,10361
1,37.14823755902439,-3.618850264026997,10362
1,37.14829805559851,-3.618934941122143,10363
1,37.14834208933235,-3.619062865896886,10364
1,37.14835511171045,-3.619168441781231,10365
1,37.14833699789838,-3.619275886138852,10366
1,37.14831733664346,-3.61937371324274,10367
1,37.14825224552914,-3.619505577456827,10368
1,37.148139153681,-3.61970150892178,10369
1,37.14782730792938,-3.620269400209905,10370
1,37.14713653736106,-3.621458817311385,10371
1,37.14699378738957,-3.621734123508424,10372
1,37.14684777669071,-3.621952697820055,10373
1,37.14674424684039,-3.622107396940868,10374
1,37.1466067139386,-3.622356053952159,10375
1,37.14636737742701,-3.622803055758609,10376
1,37.14630037215335,-3.622929851497427,10377
1,37.14618011164666,-3.623121467505018,10378
1,37.14608838920314,-3.623219099055862,10379
1,37.14563454342076,-3.623691759753723,10380
1,37.14482304315569,-3.624426713813254,10381
1,37.14442996437232,-3.624780280650323,10382
1,37.1441729609618,-3.625022155074053,10383
1,37.14408559631873,-3.625133329703315,10384
1,37.14403783431273,-3.625231550819476,10385
1,37.14400657186081,-3.625339420160655,10386
1,37.14399311923606,-3.62541876757946,10387
1,37.14394764920526,-3.625708932619686,10388
1,37.14391146217471,-3.625959903190371,10389
1,37.14386148351984,-3.626351503561331,10390
1,37.14377667739771,-3.626823841914821,10391
1,37.14370520640984,-3.62730763036771,10392
2,37.14370520640984,-3.62730763036771,20001
2,37.14377667739771,-3.626823841914821,20002
2,37.14386148351984,-3.626351503561331,20003
2,37.14391146217471,-3.625959903190371,20004
2,37.14394764920526,-3.625708932619686,20005
2,37.14399311923606,-3.62541876757946,20006
2,37.14400657186081,-3.625339420160655,20007
2,37.14403783431273,-3.625231550819476,20008
2,37.14408559631873,-3.625133329703315,20009
2,37.1441729609618,-3.625022155074053,20010
2,37.14442996437232,-3.624780280650323,20011
2,37.14482304315569,-3.624426713813254,20012
2,37.14563454342076,-3.623691759753723,20013
2,37.14608838920314,-3.623219099055862,20014
2,37.14618011164666,-3.623121467505018,20015
2,37.14630037215335,-3.622929851497427,20016
2,37.14636737742701,-3.622803055758609,20017
2,37.1466067139386,-3.622356053952159,20018
2,37.14674424684039,-3.622107396940868,20019
2,37.14684777669071,-3.621952697820055,20020
2,37.14699378738957,-3.621734123508424,20021
2,37.14713653736106,-3.621458817311385,20022
2,37.14782730792938,-3.620269400209905,20023
2,37.148139153681,-3.61970150892178,20024
2,37.14825224552914,-3.619505577456827,20025
2,37.14831733664346,-3.61937371324274,20026
2,37.14833699789838,-3.619275886138852,20027
2,37.14835511171045,-3.619168441781231,20028
2,37.14834208933235,-3.619062865896886,20029
